modulation,source_snr_db,jammer_type,jsr_db,num_samples,detection_rate,mean_jam_probability
4ASK,0.0,chirp,10.0,9,1.0,0.9999912844763862
4ASK,0.0,tone,-10.0,9,0.0,0.17115850663847393
4ASK,0.0,tone,-5.0,9,1.0,0.7413682341575623
4ASK,0.0,tone,0.0,9,1.0,0.9871036145422194
4ASK,0.0,tone,5.0,9,1.0,0.9999967548582289
4ASK,0.0,tone,10.0,9,1.0,0.9999991522894965
4ASK,10.0,barrage,-10.0,10,0.0,0.05518080554902553
4ASK,10.0,barrage,-5.0,10,0.1,0.4016122564673424
4ASK,10.0,barrage,0.0,10,1.0,0.9942031383514405
4ASK,10.0,barrage,5.0,10,1.0,0.9999982595443726
4ASK,10.0,barrage,10.0,10,1.0,1.0
4ASK,10.0,chirp,-10.0,10,0.0,0.06832215934991837
4ASK,10.0,chirp,-5.0,10,0.4,0.39380177184939386
4ASK,10.0,chirp,0.0,10,1.0,0.9910874664783478
4ASK,10.0,chirp,5.0,10,1.0,0.9999949693679809
4ASK,10.0,chirp,10.0,10,1.0,0.9999997615814209
4ASK,10.0,tone,-10.0,10,0.0,0.08208766728639602
4ASK,10.0,tone,-5.0,10,0.9,0.6898558616638184
4ASK,10.0,tone,0.0,10,1.0,0.9925934851169587
4ASK,10.0,tone,5.0,10,1.0,0.9999555885791779
4ASK,10.0,tone,10.0,10,1.0,0.9999914407730103
4ASK,20.0,barrage,-10.0,10,0.0,0.07646863237023353
4ASK,20.0,barrage,-5.0,10,0.9,0.5924232468008995
4ASK,20.0,barrage,0.0,10,1.0,0.9971341788768768
4ASK,20.0,barrage,5.0,10,1.0,0.9999988317489624
4ASK,20.0,barrage,10.0,10,1.0,0.9999999880790711
4ASK,20.0,chirp,-10.0,10,0.0,0.1075818508863449
4ASK,20.0,chirp,-5.0,10,0.6,0.5823889076709747
4ASK,20.0,chirp,0.0,10,1.0,0.997795969247818
4ASK,20.0,chirp,5.0,10,1.0,0.9999974608421326
4ASK,20.0,chirp,10.0,10,1.0,0.9999993681907654
4ASK,20.0,tone,-10.0,10,0.0,0.11642594542354345
4ASK,20.0,tone,-5.0,10,0.9,0.7165050357580185
4ASK,20.0,tone,0.0,10,1.0,0.9994488954544067
4ASK,20.0,tone,5.0,10,1.0,0.9999984383583069
4ASK,20.0,tone,10.0,10,1.0,0.9999996066093445
4ASK,30.0,barrage,-10.0,10,0.0,0.08668628372251988
4ASK,30.0,barrage,-5.0,10,0.7,0.5873357862234115
4ASK,30.0,barrage,0.0,10,1.0,0.9963612854480743
4ASK,30.0,barrage,5.0,10,1.0,0.9999990105628968
4ASK,30.0,barrage,10.0,10,1.0,1.0
4ASK,30.0,chirp,-10.0,10,0.0,0.12121749185025692
4ASK,30.0,chirp,-5.0,10,0.8,0.658172094449401
4ASK,30.0,chirp,0.0,10,1.0,0.997993004322052
4ASK,30.0,chirp,5.0,10,1.0,0.9999981045722961
4ASK,30.0,chirp,10.0,10,1.0,0.9999994277954102
4ASK,30.0,tone,-10.0,10,0.0,0.1627441231161356
4ASK,30.0,tone,-5.0,10,0.8,0.7172889888286591
4ASK,30.0,tone,0.0,10,1.0,0.9994741022586823
4ASK,30.0,tone,5.0,10,1.0,0.9999970436096192
4ASK,30.0,tone,10.0,10,1.0,0.9999918818473816
64APSK,-20.0,barrage,-10.0,9,0.0,0.06403787434101105
64APSK,-20.0,barrage,-5.0,9,0.0,0.27164577609962887
64APSK,-20.0,barrage,0.0,9,1.0,0.9908415344026353
64APSK,-20.0,barrage,5.0,9,1.0,0.9999970065222846
64APSK,-20.0,barrage,10.0,9,1.0,0.9999999072816637
64APSK,-20.0,chirp,-10.0,9,0.0,0.08112394726938671
64APSK,-20.0,chirp,-5.0,9,0.3333333333333333,0.3838770671023263
64APSK,-20.0,chirp,0.0,9,1.0,0.9661264022191366
64APSK,-20.0,chirp,5.0,9,1.0,0.9999773369895087
64APSK,-20.0,chirp,10.0,9,1.0,0.9999994701809354
64APSK,-20.0,tone,-10.0,9,0.0,0.10531674159897698
64APSK,-20.0,tone,-5.0,9,0.1111111111111111,0.32705046567651963
64APSK,-20.0,tone,0.0,9,1.0,0.9903606573740641
64APSK,-20.0,tone,5.0,9,1.0,0.9999759859508939
64APSK,-20.0,tone,10.0,9,1.0,0.9999833371904161
64APSK,-10.0,barrage,-10.0,10,0.0,0.06347273364663124
64APSK,-10.0,barrage,-5.0,10,0.0,0.3185831606388092
64APSK,-10.0,barrage,0.0,10,1.0,0.9923298597335816
64APSK,-10.0,barrage,5.0,10,1.0,0.9999970555305481
64APSK,-10.0,barrage,10.0,10,1.0,0.9999999046325684
64APSK,-10.0,chirp,-10.0,10,0.0,0.06458363048732281
64APSK,-10.0,chirp,-5.0,10,0.3,0.3822510540485382
64APSK,-10.0,chirp,0.0,10,1.0,0.9930292189121246
64APSK,-10.0,chirp,5.0,10,1.0,0.9999320030212402
64APSK,-10.0,chirp,10.0,10,1.0,0.9999990940093995
64APSK,-10.0,tone,-10.0,10,0.0,0.07209049127995967
64APSK,-10.0,tone,-5.0,10,0.2,0.46777832210063935
64APSK,-10.0,tone,0.0,10,1.0,0.987507575750351
64APSK,-10.0,tone,5.0,10,1.0,0.9999910593032837
64APSK,-10.0,tone,10.0,10,1.0,0.9999983072280884
64APSK,0.0,barrage,-10.0,9,0.0,0.09748563832706875
64APSK,0.0,barrage,-5.0,9,0.4444444444444444,0.45575592087374794
64APSK,0.0,barrage,0.0,9,1.0,0.9946997695498996
64APSK,0.0,barrage,5.0,9,1.0,0.9999979999330308
64APSK,0.0,barrage,10.0,9,1.0,1.0
64APSK,0.0,chirp,-10.0,9,0.0,0.11091513310869534
64APSK,0.0,chirp,-5.0,9,0.7777777777777778,0.5749949448638492
64APSK,0.0,chirp,0.0,9,1.0,0.9880423479610019
64APSK,0.0,chirp,5.0,9,1.0,0.9999689526028104
64APSK,0.0,chirp,10.0,9,1.0,0.9999997483359443
64APSK,0.0,tone,-10.0,9,0.0,0.10470667398638195
64APSK,0.0,tone,-5.0,9,0.6666666666666666,0.5790842043028938
64APSK,0.0,tone,0.0,9,1.0,0.9972013433774313
64APSK,0.0,tone,5.0,9,1.0,0.9999991920259264
64APSK,0.0,tone,10.0,9,1.0,0.9999987549251981
64APSK,10.0,barrage,-10.0,9,0.0,0.1112704976565308
64APSK,10.0,barrage,-5.0,9,0.7777777777777778,0.6373374528355069
64APSK,10.0,barrage,0.0,9,1.0,0.9972747564315796
64APSK,10.0,barrage,5.0,9,1.0,0.9999988079071045
64APSK,10.0,barrage,10.0,9,1.0,0.9999999602635702
64APSK,10.0,chirp,-10.0,9,0.0,0.1215605963435438
64APSK,10.0,chirp,-5.0,9,0.6666666666666666,0.6668138768937852
64APSK,10.0,chirp,0.0,9,1.0,0.9979601833555434
64APSK,10.0,chirp,5.0,9,1.0,0.999997615814209
64APSK,10.0,chirp,10.0,9,1.0,0.9999987549251981
64APSK,10.0,tone,-10.0,9,0.0,0.14556009363796976
64APSK,10.0,tone,-5.0,9,1.0,0.8463594184981452
64APSK,10.0,tone,0.0,9,1.0,0.9991978539360894
64APSK,10.0,tone,5.0,9,1.0,0.9999995231628418
64APSK,10.0,tone,10.0,9,1.0,0.9999784363640679
64APSK,20.0,barrage,-10.0,9,0.0,0.09332089084717962
64APSK,20.0,barrage,-5.0,9,0.7777777777777778,0.5785584184858534
64APSK,20.0,barrage,0.0,9,1.0,0.9963694214820862
64APSK,20.0,barrage,5.0,9,1.0,0.9999987151887682
64APSK,20.0,barrage,10.0,9,1.0,1.0
64APSK,20.0,chirp,-10.0,9,0.0,0.11864262467457189
64APSK,20.0,chirp,-5.0,9,0.7777777777777778,0.6925180554389954
64APSK,20.0,chirp,0.0,9,1.0,0.9964156150817871
64APSK,20.0,chirp,5.0,9,1.0,0.9999971257315742
64APSK,20.0,chirp,10.0,9,1.0,0.9999994701809354
64APSK,20.0,tone,-10.0,9,0.0,0.14139968995004892
64APSK,20.0,tone,-5.0,9,1.0,0.8169117371241251
64APSK,20.0,tone,0.0,9,1.0,0.998614039685991
64APSK,20.0,tone,5.0,9,1.0,0.9999984237882826
64APSK,20.0,tone,10.0,9,1.0,0.9999894963370429
64APSK,30.0,barrage,-10.0,9,0.0,0.08453722815546724
64APSK,30.0,barrage,-5.0,9,0.5555555555555556,0.49920603301790023
64APSK,30.0,barrage,0.0,9,1.0,0.9919068614641825
64APSK,30.0,barrage,5.0,9,1.0,0.9999979999330308
64APSK,30.0,barrage,10.0,9,1.0,0.9999999867545234
64APSK,30.0,chirp,-10.0,9,0.0,0.13911406675146687
64APSK,30.0,chirp,-5.0,9,0.6666666666666666,0.5805641495519214
64APSK,30.0,chirp,0.0,9,1.0,0.9557179808616638
64APSK,30.0,chirp,5.0,9,1.0,0.9999976025687324
64APSK,30.0,chirp,10.0,9,1.0,0.9999997085995145
64APSK,30.0,tone,-10.0,9,0.0,0.08993430477049616
64APSK,30.0,tone,-5.0,9,1.0,0.7606941196653578
64APSK,30.0,tone,0.0,9,1.0,0.9983212550481161
64APSK,30.0,tone,5.0,9,1.0,0.9999983310699463
64APSK,30.0,tone,10.0,9,1.0,0.9999788867102729
64QAM,-20.0,barrage,-10.0,10,0.0,0.07873659543693065
64QAM,-20.0,barrage,-5.0,10,0.0,0.35786845088005065
64QAM,-20.0,barrage,0.0,10,1.0,0.9940281093120575
64QAM,-20.0,barrage,5.0,10,1.0,0.9999966740608215
64QAM,-20.0,barrage,10.0,10,1.0,0.9999998927116394
64QAM,-20.0,chirp,-10.0,10,0.0,0.0875264722853899
64QAM,-20.0,chirp,-5.0,10,0.3,0.445729723572731
64QAM,-20.0,chirp,0.0,10,1.0,0.9811690866947174
64QAM,-20.0,chirp,5.0,10,1.0,0.9999850511550903
64QAM,-20.0,chirp,10.0,10,1.0,0.9999990701675415
64QAM,-20.0,tone,-10.0,10,0.0,0.08842954859137535
64QAM,-20.0,tone,-5.0,10,0.3,0.4655208557844162
64QAM,-20.0,tone,0.0,10,1.0,0.9880606174468994
64QAM,-20.0,tone,5.0,10,1.0,0.9999923586845398
64QAM,-20.0,tone,10.0,10,1.0,0.9999988913536072
64QAM,-10.0,barrage,-10.0,10,0.0,0.059804539754986764
64QAM,-10.0,barrage,-5.0,10,0.1,0.26634652465581893
64QAM,-10.0,barrage,0.0,10,1.0,0.9899905145168304
64QAM,-10.0,barrage,5.0,10,1.0,0.9999971747398376
64QAM,-10.0,barrage,10.0,10,1.0,0.9999998927116394
64QAM,-10.0,chirp,-10.0,10,0.0,0.0623798742890358
64QAM,-10.0,chirp,-5.0,10,0.3,0.38904680758714677
64QAM,-10.0,chirp,0.0,10,1.0,0.9254184484481811
64QAM,-10.0,chirp,5.0,10,1.0,0.9999901175498962
64QAM,-10.0,chirp,10.0,10,1.0,0.9999982714653015
64QAM,-10.0,tone,-10.0,10,0.0,0.058708999678492545
64QAM,-10.0,tone,-5.0,10,0.2,0.37521410882472994
64QAM,-10.0,tone,0.0,10,1.0,0.9868738949298859
64QAM,-10.0,tone,5.0,10,1.0,0.9999921441078186
64QAM,-10.0,tone,10.0,10,1.0,0.9999980568885803
64QAM,0.0,barrage,-10.0,9,0.0,0.1600515130493376
64QAM,0.0,barrage,-5.0,9,0.8888888888888888,0.7451160218980577
64QAM,0.0,barrage,0.0,9,1.0,0.9998105631934272
64QAM,0.0,barrage,5.0,9,1.0,0.9999994701809354
64QAM,0.0,barrage,10.0,9,1.0,0.9999999867545234
64QAM,0.0,chirp,-10.0,9,0.0,0.1939846103390058
64QAM,0.0,chirp,-5.0,9,0.8888888888888888,0.7678282327122159
64QAM,0.0,chirp,0.0,9,1.0,0.9996547169155545
64QAM,0.0,chirp,5.0,9,1.0,0.9999975363413492
64QAM,0.0,chirp,10.0,9,1.0,0.9999995628992716
64QAM,0.0,tone,-10.0,9,0.1111111111111111,0.23279300166500938
64QAM,0.0,tone,-5.0,9,1.0,0.7430806689792209
64QAM,0.0,tone,0.0,9,1.0,0.9996177222993639
64QAM,0.0,tone,5.0,9,1.0,0.9999931785795424
64QAM,0.0,tone,10.0,9,1.0,0.9999997880723741
64QAM,10.0,barrage,-10.0,10,0.6,0.5739328622817993
64QAM,10.0,barrage,-5.0,10,1.0,0.9986267149448395
64QAM,10.0,barrage,0.0,10,1.0,0.9999965310096741
64QAM,10.0,barrage,5.0,10,1.0,0.9999999880790711
64QAM,10.0,barrage,10.0,10,1.0,1.0
64QAM,10.0,chirp,-10.0,10,0.5,0.5691793415695429
64QAM,10.0,chirp,-5.0,10,1.0,0.9987839102745056
64QAM,10.0,chirp,0.0,10,1.0,0.9999892115592957
64QAM,10.0,chirp,5.0,10,1.0,1.0
64QAM,10.0,chirp,10.0,10,1.0,1.0
64QAM,10.0,tone,-10.0,10,0.4,0.45719490218907594
64QAM,10.0,tone,-5.0,10,1.0,0.9968083679676056
64QAM,10.0,tone,0.0,10,1.0,0.9999626338481903
64QAM,10.0,tone,5.0,10,1.0,0.9999999284744263
64QAM,10.0,tone,10.0,10,1.0,1.0
64QAM,20.0,barrage,-10.0,10,0.9,0.8996248215436935
64QAM,20.0,barrage,-5.0,10,1.0,0.9999358355998993
64QAM,20.0,barrage,0.0,10,1.0,0.9999999761581421
64QAM,20.0,barrage,5.0,10,1.0,1.0
64QAM,20.0,barrage,10.0,10,1.0,1.0
64QAM,20.0,chirp,-10.0,10,0.8,0.8332276970148087
64QAM,20.0,chirp,-5.0,10,1.0,0.9999385356903077
64QAM,20.0,chirp,0.0,10,1.0,0.9999997735023498
64QAM,20.0,chirp,5.0,10,1.0,1.0
64QAM,20.0,chirp,10.0,10,1.0,1.0
64QAM,20.0,tone,-10.0,10,0.9,0.847698549926281
64QAM,20.0,tone,-5.0,10,1.0,0.9998282134532929
64QAM,20.0,tone,0.0,10,1.0,0.9999999165534973
64QAM,20.0,tone,5.0,10,1.0,1.0
64QAM,20.0,tone,10.0,10,1.0,1.0
64QAM,30.0,barrage,-10.0,9,0.6666666666666666,0.6649576938814588
64QAM,30.0,barrage,-5.0,9,1.0,0.9994622998767428
64QAM,30.0,barrage,0.0,9,1.0,0.9999992714987861
64QAM,30.0,barrage,5.0,9,1.0,1.0
64QAM,30.0,barrage,10.0,9,1.0,1.0
64QAM,30.0,chirp,-10.0,9,0.5555555555555556,0.6242833766672347
64QAM,30.0,chirp,-5.0,9,1.0,0.9995736082394918
64QAM,30.0,chirp,0.0,9,1.0,0.9999985562430488
64QAM,30.0,chirp,5.0,9,1.0,1.0
64QAM,30.0,chirp,10.0,9,1.0,1.0
64QAM,30.0,tone,-10.0,9,0.6666666666666666,0.7011142124732336
64QAM,30.0,tone,-5.0,9,1.0,0.9807595544391208
64QAM,30.0,tone,0.0,9,1.0,0.9999802377488878
64QAM,30.0,tone,5.0,9,1.0,0.9999999470180936
64QAM,30.0,tone,10.0,9,1.0,1.0
8ASK,-20.0,barrage,-10.0,10,0.0,0.06960217505693436
8ASK,-20.0,barrage,-5.0,10,0.1,0.3652090564370155
8ASK,-20.0,barrage,0.0,10,1.0,0.9917313277721405
8ASK,-20.0,barrage,5.0,10,1.0,0.9999974846839905
8ASK,-20.0,barrage,10.0,10,1.0,0.9999999284744263
8ASK,-20.0,chirp,-10.0,10,0.0,0.08173576518893241
8ASK,-20.0,chirp,-5.0,10,0.7,0.5529596671462059
8ASK,-20.0,chirp,0.0,10,1.0,0.9901157319545746
8ASK,-20.0,chirp,5.0,10,1.0,0.9999601066112518
8ASK,-20.0,chirp,10.0,10,1.0,0.9999969959259033
8ASK,-20.0,tone,-10.0,10,0.0,0.08554622530937195
8ASK,-20.0,tone,-5.0,10,0.3,0.47315205037593844
8ASK,-20.0,tone,0.0,10,1.0,0.9865081608295441
8ASK,-20.0,tone,5.0,10,1.0,0.999974125623703
8ASK,-20.0,tone,10.0,10,1.0,0.9999989032745361
8ASK,-10.0,barrage,-10.0,9,0.0,0.06316532691319783
8ASK,-10.0,barrage,-5.0,9,0.0,0.23638961050245497
8ASK,-10.0,barrage,0.0,9,1.0,0.9893677035967509
8ASK,-10.0,barrage,5.0,9,1.0,0.999996026357015
8ASK,-10.0,barrage,10.0,9,1.0,0.9999999072816637
8ASK,-10.0,chirp,-10.0,9,0.0,0.05971608435114225
8ASK,-10.0,chirp,-5.0,9,0.0,0.31908978356255424
8ASK,-10.0,chirp,0.0,9,1.0,0.9794814520412021
8ASK,-10.0,chirp,5.0,9,1.0,0.9999630053838094
8ASK,-10.0,chirp,10.0,9,1.0,0.9999993509716458
8ASK,-10.0,tone,-10.0,9,0.0,0.06213294549120797
8ASK,-10.0,tone,-5.0,9,0.2222222222222222,0.43699535065227085
8ASK,-10.0,tone,0.0,9,1.0,0.9593100878927443
8ASK,-10.0,tone,5.0,9,1.0,0.999951700369517
8ASK,-10.0,tone,10.0,9,1.0,0.9999991390440199
8ASK,0.0,barrage,-10.0,9,0.0,0.12370300706889895
8ASK,0.0,barrage,-5.0,9,0.5555555555555556,0.5139363639884524
8ASK,0.0,barrage,0.0,9,1.0,0.9953832825024923
8ASK,0.0,barrage,5.0,9,1.0,0.9999977085325453
8ASK,0.0,barrage,10.0,9,1.0,0.9999999602635702
8ASK,0.0,chirp,-10.0,9,0.0,0.13513925506008995
8ASK,0.0,chirp,-5.0,9,0.8888888888888888,0.6425975693596734
8ASK,0.0,chirp,0.0,9,1.0,0.9960311849912008
8ASK,0.0,chirp,5.0,9,1.0,0.9998466504944695
8ASK,0.0,chirp,10.0,9,1.0,0.9999990860621134
8ASK,0.0,tone,-10.0,9,0.0,0.1337614374028312
8ASK,0.0,tone,-5.0,9,0.6666666666666666,0.6460034781032138
8ASK,0.0,tone,0.0,9,1.0,0.9950338337156508
8ASK,0.0,tone,5.0,9,1.0,0.9999977747599283
8ASK,0.0,tone,10.0,9,1.0,0.9999990595711602
8ASK,10.0,barrage,-10.0,10,0.0,0.12666820362210274
8ASK,10.0,barrage,-5.0,10,0.9,0.6925806343555451
8ASK,10.0,barrage,0.0,10,1.0,0.9972201764583588
8ASK,10.0,barrage,5.0,10,1.0,0.9999988675117493
8ASK,10.0,barrage,10.0,10,1.0,0.9999999880790711
8ASK,10.0,chirp,-10.0,10,0.0,0.1501600995659828
8ASK,10.0,chirp,-5.0,10,0.9,0.7501679979264736
8ASK,10.0,chirp,0.0,10,1.0,0.9993523418903351
8ASK,10.0,chirp,5.0,10,1.0,0.9999975681304931
8ASK,10.0,chirp,10.0,10,1.0,0.9999995827674866
8ASK,10.0,tone,-10.0,10,0.0,0.2335447385907173
8ASK,10.0,tone,-5.0,10,0.9,0.8194865413010121
8ASK,10.0,tone,0.0,10,1.0,0.9920603096485138
8ASK,10.0,tone,5.0,10,1.0,0.9999983787536622
8ASK,10.0,tone,10.0,10,1.0,0.9999992847442627
8ASK,20.0,barrage,-10.0,10,0.0,0.12339376658201218
8ASK,20.0,barrage,-5.0,10,0.8,0.6575875759124756
8ASK,20.0,barrage,0.0,10,1.0,0.9979776501655578
8ASK,20.0,barrage,5.0,10,1.0,0.999998939037323
8ASK,20.0,barrage,10.0,10,1.0,1.0
8ASK,20.0,chirp,-10.0,10,0.0,0.1277602382004261
8ASK,20.0,chirp,-5.0,10,1.0,0.8249973773956298
8ASK,20.0,chirp,0.0,10,1.0,0.998464184999466
8ASK,20.0,chirp,5.0,10,1.0,0.9999989628791809
8ASK,20.0,chirp,10.0,10,1.0,0.9999995470046997
8ASK,20.0,tone,-10.0,10,0.0,0.1700669750571251
8ASK,20.0,tone,-5.0,10,0.9,0.7516405805945396
8ASK,20.0,tone,0.0,10,1.0,0.9992302119731903
8ASK,20.0,tone,5.0,10,1.0,0.9999961137771607
8ASK,20.0,tone,10.0,10,1.0,0.9999952912330627
8ASK,30.0,barrage,-10.0,9,0.0,0.1315228541692098
8ASK,30.0,barrage,-5.0,9,1.0,0.6931672626071506
8ASK,30.0,barrage,0.0,9,1.0,0.9980923533439636
8ASK,30.0,barrage,5.0,9,1.0,0.9999988873799642
8ASK,30.0,barrage,10.0,9,1.0,0.9999999867545234
8ASK,30.0,chirp,-10.0,9,0.0,0.14750881493091583
8ASK,30.0,chirp,-5.0,9,1.0,0.8084769778781467
8ASK,30.0,chirp,0.0,9,1.0,0.9991486933496263
8ASK,30.0,chirp,5.0,9,1.0,0.9999990198347304
8ASK,30.0,chirp,10.0,9,1.0,0.9999997483359443
8ASK,30.0,tone,-10.0,9,0.0,0.20965953088468975
8ASK,30.0,tone,-5.0,9,1.0,0.8160810073216757
8ASK,30.0,tone,0.0,9,1.0,0.9995482299062941
8ASK,30.0,tone,5.0,9,1.0,0.9999974966049194
8ASK,30.0,tone,10.0,9,1.0,0.999990185101827
8PSK,-20.0,barrage,-10.0,10,0.0,0.06011620759963989
8PSK,-20.0,barrage,-5.0,10,0.0,0.32631744146347047
8PSK,-20.0,barrage,0.0,10,1.0,0.9924716651439667
8PSK,-20.0,barrage,5.0,10,1.0,0.9999972820281983
8PSK,-20.0,barrage,10.0,10,1.0,0.9999998927116394
8PSK,-20.0,chirp,-10.0,10,0.0,0.06380661241710187
8PSK,-20.0,chirp,-5.0,10,0.2,0.3690557613968849
8PSK,-20.0,chirp,0.0,10,1.0,0.9972723424434662
8PSK,-20.0,chirp,5.0,10,1.0,0.9999945402145386
8PSK,-20.0,chirp,10.0,10,1.0,0.999999213218689
8PSK,-20.0,tone,-10.0,10,0.0,0.07333008944988251
8PSK,-20.0,tone,-5.0,10,0.3,0.4533106118440628
8PSK,-20.0,tone,0.0,10,1.0,0.9887007713317871
8PSK,-20.0,tone,5.0,10,1.0,0.9999545454978943
8PSK,-20.0,tone,10.0,10,1.0,0.999998939037323
8PSK,-10.0,barrage,-10.0,10,0.0,0.06281133517622947
8PSK,-10.0,barrage,-5.0,10,0.0,0.28447903841733935
8PSK,-10.0,barrage,0.0,10,1.0,0.9889164865016937
8PSK,-10.0,barrage,5.0,10,1.0,0.9999967813491821
8PSK,-10.0,barrage,10.0,10,1.0,0.9999999165534973
8PSK,-10.0,chirp,-10.0,10,0.0,0.07103948593139649
8PSK,-10.0,chirp,-5.0,10,0.3,0.3753173530101776
8PSK,-10.0,chirp,0.0,10,1.0,0.9730427026748657
8PSK,-10.0,chirp,5.0,10,1.0,0.9999853372573853
8PSK,-10.0,chirp,10.0,10,1.0,0.9999987125396729
8PSK,-10.0,tone,-10.0,10,0.0,0.062055063992738725
8PSK,-10.0,tone,-5.0,10,0.1,0.35342864543199537
8PSK,-10.0,tone,0.0,10,1.0,0.9711968243122101
8PSK,-10.0,tone,5.0,10,1.0,0.9999836206436157
8PSK,-10.0,tone,10.0,10,1.0,0.9999979138374329
8PSK,0.0,barrage,-10.0,9,0.0,0.10552420218785603
8PSK,0.0,barrage,-5.0,9,0.3333333333333333,0.44228026270866394
8PSK,0.0,barrage,0.0,9,1.0,0.9932838545905219
8PSK,0.0,barrage,5.0,9,1.0,0.9999979734420776
8PSK,0.0,barrage,10.0,9,1.0,0.9999999735090468
8PSK,0.0,chirp,-10.0,9,0.0,0.12111137890153462
8PSK,0.0,chirp,-5.0,9,0.4444444444444444,0.4710681372218662
8PSK,0.0,chirp,0.0,9,1.0,0.9961769117249383
8PSK,0.0,chirp,5.0,9,1.0,0.9999886751174927
8PSK,0.0,chirp,10.0,9,1.0,0.9999989800983005
8PSK,0.0,tone,-10.0,9,0.0,0.13690121637450325
8PSK,0.0,tone,-5.0,9,0.8888888888888888,0.6285199258062575
8PSK,0.0,tone,0.0,9,1.0,0.9918796022733053
8PSK,0.0,tone,5.0,9,1.0,0.9999777211083306
8PSK,0.0,tone,10.0,9,1.0,0.9999989403618706
8PSK,10.0,barrage,-10.0,10,0.0,0.05106324590742588
8PSK,10.0,barrage,-5.0,10,0.4,0.4418537348508835
8PSK,10.0,barrage,0.0,10,1.0,0.9930305778980255
8PSK,10.0,barrage,5.0,10,1.0,0.9999982595443726
8PSK,10.0,barrage,10.0,10,1.0,0.9999999880790711
8PSK,10.0,chirp,-10.0,10,0.0,0.05613869354128838
8PSK,10.0,chirp,-5.0,10,0.5,0.5447522886097431
8PSK,10.0,chirp,0.0,10,1.0,0.990263968706131
8PSK,10.0,chirp,5.0,10,1.0,0.9999917626380921
8PSK,10.0,chirp,10.0,10,1.0,0.9999995827674866
8PSK,10.0,tone,-10.0,10,0.0,0.06447135489434004
8PSK,10.0,tone,-5.0,10,0.8,0.6662607818841935
8PSK,10.0,tone,0.0,10,1.0,0.9982157111167907
8PSK,10.0,tone,5.0,10,1.0,0.9999946475028991
8PSK,10.0,tone,10.0,10,1.0,0.9999996662139893
8PSK,20.0,barrage,-10.0,10,0.0,0.06930961757898331
8PSK,20.0,barrage,-5.0,10,0.6,0.5440066933631897
8PSK,20.0,barrage,0.0,10,1.0,0.9959730386734009
8PSK,20.0,barrage,5.0,10,1.0,0.9999986052513122
8PSK,20.0,barrage,10.0,10,1.0,1.0
8PSK,20.0,chirp,-10.0,10,0.0,0.08939659669995308
8PSK,20.0,chirp,-5.0,10,0.8,0.6132698252797126
8PSK,20.0,chirp,0.0,10,1.0,0.9943377196788787
8PSK,20.0,chirp,5.0,10,1.0,0.9999958038330078
8PSK,20.0,chirp,10.0,10,1.0,0.9999995350837707
8PSK,20.0,tone,-10.0,10,0.0,0.10166123583912849
8PSK,20.0,tone,-5.0,10,0.9,0.7054149955511093
8PSK,20.0,tone,0.0,10,1.0,0.9939342975616455
8PSK,20.0,tone,5.0,10,1.0,0.9999987721443176
8PSK,20.0,tone,10.0,10,1.0,0.9999977707862854
8PSK,30.0,barrage,-10.0,10,0.0,0.10882229954004288
8PSK,30.0,barrage,-5.0,10,0.8,0.6076193243265152
8PSK,30.0,barrage,0.0,10,1.0,0.9964428663253784
8PSK,30.0,barrage,5.0,10,1.0,0.9999987959861756
8PSK,30.0,barrage,10.0,10,1.0,1.0
8PSK,30.0,chirp,-10.0,10,0.0,0.09540083575993777
8PSK,30.0,chirp,-5.0,10,0.8,0.6706991314888
8PSK,30.0,chirp,0.0,10,1.0,0.9991944551467895
8PSK,30.0,chirp,5.0,10,1.0,0.9999862670898437
8PSK,30.0,chirp,10.0,10,1.0,0.9999966025352478
8PSK,30.0,tone,-10.0,10,0.0,0.13704199939966202
8PSK,30.0,tone,-5.0,10,1.0,0.8483929991722107
8PSK,30.0,tone,0.0,10,1.0,0.9993986904621124
8PSK,30.0,tone,5.0,10,1.0,0.9999987840652466
8PSK,30.0,tone,10.0,10,1.0,0.9999681949615479
AM-DSB-SC,-20.0,barrage,-10.0,9,0.0,0.06542618076006572
AM-DSB-SC,-20.0,barrage,-5.0,9,0.0,0.2780808135867119
AM-DSB-SC,-20.0,barrage,0.0,9,1.0,0.9921614726384481
AM-DSB-SC,-20.0,barrage,5.0,9,1.0,0.9999963839848837
AM-DSB-SC,-20.0,barrage,10.0,9,1.0,0.9999999072816637
AM-DSB-SC,-20.0,chirp,-10.0,9,0.0,0.0741364053554005
AM-DSB-SC,-20.0,chirp,-5.0,9,0.3333333333333333,0.420261949300766
AM-DSB-SC,-20.0,chirp,0.0,9,1.0,0.9869860609372457
AM-DSB-SC,-20.0,chirp,5.0,9,1.0,0.9999858140945435
AM-DSB-SC,-20.0,chirp,10.0,9,1.0,0.9999968343310885
AM-DSB-SC,-20.0,tone,-10.0,9,0.0,0.08486110799842411
AM-DSB-SC,-20.0,tone,-5.0,9,0.2222222222222222,0.42750581436687046
AM-DSB-SC,-20.0,tone,0.0,9,1.0,0.9877665705151029
AM-DSB-SC,-20.0,tone,5.0,9,1.0,0.9999879863527086
AM-DSB-SC,-20.0,tone,10.0,9,1.0,0.9999814165963067
AM-DSB-SC,-10.0,barrage,-10.0,9,0.0,0.072936343236102
AM-DSB-SC,-10.0,barrage,-5.0,9,0.0,0.37933093640539384
