modulation,source_snr_db,jammer_type,jsr_db,num_samples,detection_rate,mean_jam_probability
BPSK,0.0,chirp,0.0,10,1.0,0.981113862991333
BPSK,0.0,chirp,5.0,10,1.0,0.9999914407730103
BPSK,0.0,chirp,10.0,10,1.0,0.9999994754791259
BPSK,0.0,tone,-10.0,10,0.0,0.14846951737999917
BPSK,0.0,tone,-5.0,10,1.0,0.7612912893295288
BPSK,0.0,tone,0.0,10,1.0,0.9970163345336914
BPSK,0.0,tone,5.0,10,1.0,0.999986982345581
BPSK,0.0,tone,10.0,10,1.0,0.999993109703064
BPSK,10.0,barrage,-10.0,9,0.0,0.09331683814525604
BPSK,10.0,barrage,-5.0,9,0.7777777777777778,0.5919872456126742
BPSK,10.0,barrage,0.0,9,1.0,0.9964506162537469
BPSK,10.0,barrage,5.0,9,1.0,0.9999986357159085
BPSK,10.0,barrage,10.0,9,1.0,0.9999999602635702
BPSK,10.0,chirp,-10.0,9,0.0,0.1232308695713679
BPSK,10.0,chirp,-5.0,9,0.8888888888888888,0.776756677362654
BPSK,10.0,chirp,0.0,9,1.0,0.994900127251943
BPSK,10.0,chirp,5.0,9,1.0,0.9999970065222846
BPSK,10.0,chirp,10.0,9,1.0,0.9999996821085612
BPSK,10.0,tone,-10.0,9,0.0,0.12510046859582266
BPSK,10.0,tone,-5.0,9,1.0,0.7626883917384677
BPSK,10.0,tone,0.0,9,1.0,0.9991965492566427
BPSK,10.0,tone,5.0,9,1.0,0.9999992450078329
BPSK,10.0,tone,10.0,9,1.0,0.9999980926513672
BPSK,20.0,barrage,-10.0,10,0.0,0.0853874284774065
BPSK,20.0,barrage,-5.0,10,0.8,0.6169425576925278
BPSK,20.0,barrage,0.0,10,1.0,0.9964549243450165
BPSK,20.0,barrage,5.0,10,1.0,0.9999987006187439
BPSK,20.0,barrage,10.0,10,1.0,1.0
BPSK,20.0,chirp,-10.0,10,0.0,0.11110269613564014
BPSK,20.0,chirp,-5.0,10,0.7,0.6437796413898468
BPSK,20.0,chirp,0.0,10,1.0,0.9994522750377655
BPSK,20.0,chirp,5.0,10,1.0,0.999989926815033
BPSK,20.0,chirp,10.0,10,1.0,0.9999959707260132
BPSK,20.0,tone,-10.0,10,0.0,0.1317491989582777
BPSK,20.0,tone,-5.0,10,0.9,0.7776878505945206
BPSK,20.0,tone,0.0,10,1.0,0.9991118371486664
BPSK,20.0,tone,5.0,10,1.0,0.9999939680099488
BPSK,20.0,tone,10.0,10,1.0,0.999999487400055
BPSK,30.0,barrage,-10.0,9,0.0,0.10526175051927567
BPSK,30.0,barrage,-5.0,9,0.7777777777777778,0.6068275471528372
BPSK,30.0,barrage,0.0,9,1.0,0.9970762530962626
BPSK,30.0,barrage,5.0,9,1.0,0.9999986489613851
BPSK,30.0,barrage,10.0,9,1.0,1.0
BPSK,30.0,chirp,-10.0,9,0.0,0.16866165813472536
BPSK,30.0,chirp,-5.0,9,0.8888888888888888,0.7106828126642439
BPSK,30.0,chirp,0.0,9,1.0,0.9899054964383444
BPSK,30.0,chirp,5.0,9,1.0,0.9999978012508817
BPSK,30.0,chirp,10.0,9,1.0,0.9999998410542806
BPSK,30.0,tone,-10.0,9,0.0,0.12701849225494596
BPSK,30.0,tone,-5.0,9,0.8888888888888888,0.7598120429449611
BPSK,30.0,tone,0.0,9,1.0,0.9992943339877658
BPSK,30.0,tone,5.0,9,1.0,0.999997788005405
BPSK,30.0,tone,10.0,9,1.0,0.9999986886978149
FM,-20.0,barrage,-10.0,9,0.0,0.05296897143125534
FM,-20.0,barrage,-5.0,9,0.0,0.3136470880773332
FM,-20.0,barrage,0.0,9,1.0,0.9913117289543152
FM,-20.0,barrage,5.0,9,1.0,0.9999964237213135
FM,-20.0,barrage,10.0,9,1.0,0.9999999205271403
FM,-20.0,chirp,-10.0,9,0.0,0.06313786365919644
FM,-20.0,chirp,-5.0,9,0.3333333333333333,0.3442387514644199
FM,-20.0,chirp,0.0,9,1.0,0.9933478898472257
FM,-20.0,chirp,5.0,9,1.0,0.9999847677018907
FM,-20.0,chirp,10.0,9,1.0,0.9999996158811781
FM,-20.0,tone,-10.0,9,0.0,0.07846482180886799
FM,-20.0,tone,-5.0,9,0.1111111111111111,0.3130868226289749
FM,-20.0,tone,0.0,9,1.0,0.9913249479399787
FM,-20.0,tone,5.0,9,1.0,0.9999909665849473
FM,-20.0,tone,10.0,9,1.0,0.9999991920259264
FM,-10.0,barrage,-10.0,10,0.0,0.05431267246603966
FM,-10.0,barrage,-5.0,10,0.0,0.26349531263113024
FM,-10.0,barrage,0.0,10,1.0,0.9900601267814636
FM,-10.0,barrage,5.0,10,1.0,0.999996280670166
FM,-10.0,barrage,10.0,10,1.0,0.9999999165534973
FM,-10.0,chirp,-10.0,10,0.0,0.058765101432800296
FM,-10.0,chirp,-5.0,10,0.2,0.37363214790821075
FM,-10.0,chirp,0.0,10,1.0,0.9736019611358643
FM,-10.0,chirp,5.0,10,1.0,0.9999702274799347
FM,-10.0,chirp,10.0,10,1.0,0.9999917030334473
FM,-10.0,tone,-10.0,10,0.0,0.059192368388175966
FM,-10.0,tone,-5.0,10,0.1,0.277415307611227
FM,-10.0,tone,0.0,10,1.0,0.9890525817871094
FM,-10.0,tone,5.0,10,1.0,0.9999655067920685
FM,-10.0,tone,10.0,10,1.0,0.9999938130378723
FM,0.0,barrage,-10.0,10,0.0,0.11355323493480682
FM,0.0,barrage,-5.0,10,0.5,0.49004293978214264
FM,0.0,barrage,0.0,10,1.0,0.9943980693817138
FM,0.0,barrage,5.0,10,1.0,0.999998152256012
FM,0.0,barrage,10.0,10,1.0,1.0
FM,0.0,chirp,-10.0,10,0.0,0.11543997377157211
FM,0.0,chirp,-5.0,10,0.8,0.5770211592316628
FM,0.0,chirp,0.0,10,1.0,0.9848575532436371
FM,0.0,chirp,5.0,10,1.0,0.99999840259552
FM,0.0,chirp,10.0,10,1.0,0.9999929428100586
FM,0.0,tone,-10.0,10,0.0,0.12794349566102028
FM,0.0,tone,-5.0,10,0.7,0.5533082008361816
FM,0.0,tone,0.0,10,1.0,0.9977360665798187
FM,0.0,tone,5.0,10,1.0,0.9999941825866699
FM,0.0,tone,10.0,10,1.0,0.9999988555908204
FM,10.0,barrage,-10.0,10,0.0,0.07534382306039333
FM,10.0,barrage,-5.0,10,0.6,0.5385242134332657
FM,10.0,barrage,0.0,10,1.0,0.9947582364082337
FM,10.0,barrage,5.0,10,1.0,0.9999986052513122
FM,10.0,barrage,10.0,10,1.0,0.9999999761581421
FM,10.0,chirp,-10.0,10,0.0,0.0816528394818306
FM,10.0,chirp,-5.0,10,0.7,0.6436037957668305
FM,10.0,chirp,0.0,10,1.0,0.9968652069568634
FM,10.0,chirp,5.0,10,1.0,0.9999934196472168
FM,10.0,chirp,10.0,10,1.0,0.999999749660492
FM,10.0,tone,-10.0,10,0.0,0.10812513567507268
FM,10.0,tone,-5.0,10,0.9,0.7309751369059085
FM,10.0,tone,0.0,10,1.0,0.9977234840393067
FM,10.0,tone,5.0,10,1.0,0.9999894261360168
FM,10.0,tone,10.0,10,1.0,0.9999681711196899
FM,20.0,barrage,-10.0,9,0.0,0.0749149690899584
FM,20.0,barrage,-5.0,9,0.7777777777777778,0.5901791983180575
FM,20.0,barrage,0.0,9,1.0,0.9962429139349196
FM,20.0,barrage,5.0,9,1.0,0.9999988079071045
FM,20.0,barrage,10.0,9,1.0,1.0
FM,20.0,chirp,-10.0,9,0.0,0.07254391784469287
FM,20.0,chirp,-5.0,9,0.7777777777777778,0.6579379571808709
FM,20.0,chirp,0.0,9,1.0,0.9950624306996664
FM,20.0,chirp,5.0,9,1.0,0.9999969005584717
FM,20.0,chirp,10.0,9,1.0,0.9999998542997572
FM,20.0,tone,-10.0,9,0.0,0.08463552987409963
FM,20.0,tone,-5.0,9,1.0,0.8214947647518582
FM,20.0,tone,0.0,9,1.0,0.9978780415323045
FM,20.0,tone,5.0,9,1.0,0.9999997483359443
FM,20.0,tone,10.0,9,1.0,0.999999549653795
FM,30.0,barrage,-10.0,9,0.0,0.08714205606116189
FM,30.0,barrage,-5.0,9,0.7777777777777778,0.5796122584078047
FM,30.0,barrage,0.0,9,1.0,0.9967149297396342
FM,30.0,barrage,5.0,9,1.0,0.9999987549251981
FM,30.0,barrage,10.0,9,1.0,0.9999999867545234
FM,30.0,chirp,-10.0,9,0.0,0.11141435470845965
FM,30.0,chirp,-5.0,9,0.6666666666666666,0.6472899350855086
FM,30.0,chirp,0.0,9,1.0,0.9981635146670871
FM,30.0,chirp,5.0,9,1.0,0.9999979204601712
FM,30.0,chirp,10.0,9,1.0,0.999999549653795
FM,30.0,tone,-10.0,9,0.0,0.13716360678275427
FM,30.0,tone,-5.0,9,1.0,0.8346200784047445
FM,30.0,tone,0.0,9,1.0,0.999156634012858
FM,30.0,tone,5.0,9,1.0,0.9999969667858548
FM,30.0,tone,10.0,9,1.0,0.9999994569354587
GMSK,-20.0,barrage,-10.0,10,0.0,0.06828765757381916
GMSK,-20.0,barrage,-5.0,10,0.0,0.31235392689704894
GMSK,-20.0,barrage,0.0,10,1.0,0.990431421995163
GMSK,-20.0,barrage,5.0,10,1.0,0.9999963879585266
GMSK,-20.0,barrage,10.0,10,1.0,0.9999998927116394
GMSK,-20.0,chirp,-10.0,10,0.0,0.07932078950107098
GMSK,-20.0,chirp,-5.0,10,0.1,0.3498550906777382
GMSK,-20.0,chirp,0.0,10,1.0,0.9737181723117828
GMSK,-20.0,chirp,5.0,10,1.0,0.9999909400939941
GMSK,-20.0,chirp,10.0,10,1.0,0.9999982118606567
GMSK,-20.0,tone,-10.0,10,0.0,0.08440901897847652
GMSK,-20.0,tone,-5.0,10,0.2,0.3749286696314812
GMSK,-20.0,tone,0.0,10,1.0,0.9729399859905243
GMSK,-20.0,tone,5.0,10,1.0,0.9999752998352051
GMSK,-20.0,tone,10.0,10,1.0,0.9999994993209839
GMSK,-10.0,barrage,-10.0,9,0.0,0.06806840664810604
GMSK,-10.0,barrage,-5.0,9,0.0,0.3030558096037971
GMSK,-10.0,barrage,0.0,9,1.0,0.9895913004875183
GMSK,-10.0,barrage,5.0,9,1.0,0.9999969667858548
GMSK,-10.0,barrage,10.0,9,1.0,0.9999999337726169
GMSK,-10.0,chirp,-10.0,9,0.0,0.08238212391734123
GMSK,-10.0,chirp,-5.0,9,0.3333333333333333,0.3694620811276966
GMSK,-10.0,chirp,0.0,9,1.0,0.9939939048555162
GMSK,-10.0,chirp,5.0,9,1.0,0.999986105495029
GMSK,-10.0,chirp,10.0,9,1.0,0.9999996423721313
GMSK,-10.0,tone,-10.0,9,0.0,0.07283002883195877
GMSK,-10.0,tone,-5.0,9,0.2222222222222222,0.347262485159768
GMSK,-10.0,tone,0.0,9,1.0,0.993220693535275
GMSK,-10.0,tone,5.0,9,1.0,0.9999696678585477
GMSK,-10.0,tone,10.0,9,1.0,0.999978654914432
GMSK,0.0,barrage,-10.0,10,0.0,0.14797482043504714
GMSK,0.0,barrage,-5.0,10,0.7,0.5666996240615845
GMSK,0.0,barrage,0.0,10,1.0,0.9960353314876557
GMSK,0.0,barrage,5.0,10,1.0,0.9999982237815856
GMSK,0.0,barrage,10.0,10,1.0,0.9999999642372132
GMSK,0.0,chirp,-10.0,10,0.0,0.12944593280553818
GMSK,0.0,chirp,-5.0,10,0.5,0.5302250385284424
GMSK,0.0,chirp,0.0,10,1.0,0.9968011140823364
GMSK,0.0,chirp,5.0,10,1.0,0.9999982953071594
GMSK,0.0,chirp,10.0,10,1.0,0.9999916076660156
GMSK,0.0,tone,-10.0,10,0.0,0.16163273453712462
GMSK,0.0,tone,-5.0,10,0.8,0.6941875755786896
GMSK,0.0,tone,0.0,10,1.0,0.9921566665172576
GMSK,0.0,tone,5.0,10,1.0,0.9999967813491821
GMSK,0.0,tone,10.0,10,1.0,0.9999998450279236
GMSK,10.0,barrage,-10.0,9,0.0,0.11367539481984244
GMSK,10.0,barrage,-5.0,9,0.8888888888888888,0.6542995075384775
GMSK,10.0,barrage,0.0,9,1.0,0.997092968887753
GMSK,10.0,barrage,5.0,9,1.0,0.9999986357159085
GMSK,10.0,barrage,10.0,9,1.0,0.9999999867545234
GMSK,10.0,chirp,-10.0,9,0.0,0.1195032609005769
GMSK,10.0,chirp,-5.0,9,0.8888888888888888,0.7265913685162863
GMSK,10.0,chirp,0.0,9,1.0,0.9972699946827359
GMSK,10.0,chirp,5.0,9,1.0,0.9999991655349731
GMSK,10.0,chirp,10.0,9,1.0,0.9999993907080756
GMSK,10.0,tone,-10.0,9,0.0,0.14317205299933752
GMSK,10.0,tone,-5.0,9,1.0,0.8146370848019918
GMSK,10.0,tone,0.0,9,1.0,0.9989871912532382
GMSK,10.0,tone,5.0,9,1.0,0.9999986092249552
GMSK,10.0,tone,10.0,9,1.0,0.9999866485595703
GMSK,20.0,barrage,-10.0,9,0.0,0.1488228506512112
GMSK,20.0,barrage,-5.0,9,1.0,0.7610698077413771
GMSK,20.0,barrage,0.0,9,1.0,0.9984115891986423
GMSK,20.0,barrage,5.0,9,1.0,0.9999983575608995
GMSK,20.0,barrage,10.0,9,1.0,0.9999999867545234
GMSK,20.0,chirp,-10.0,9,0.0,0.19196948409080505
GMSK,20.0,chirp,-5.0,9,0.7777777777777778,0.7075633870230781
GMSK,20.0,chirp,0.0,9,1.0,0.999140202999115
GMSK,20.0,chirp,5.0,9,1.0,0.9999986754523383
GMSK,20.0,chirp,10.0,9,1.0,0.9999986092249552
GMSK,20.0,tone,-10.0,9,0.0,0.2385111153125763
GMSK,20.0,tone,-5.0,9,0.7777777777777778,0.7544748617543114
GMSK,20.0,tone,0.0,9,0.8888888888888888,0.9350296987427605
GMSK,20.0,tone,5.0,9,1.0,0.9999993907080756
GMSK,20.0,tone,10.0,9,1.0,0.9999995231628418
GMSK,30.0,barrage,-10.0,10,0.0,0.11280158162117004
GMSK,30.0,barrage,-5.0,10,1.0,0.7155497193336486
GMSK,30.0,barrage,0.0,10,1.0,0.9970885574817657
GMSK,30.0,barrage,5.0,10,1.0,0.9999987363815308
GMSK,30.0,barrage,10.0,10,1.0,1.0
GMSK,30.0,chirp,-10.0,10,0.1,0.1801406502723694
GMSK,30.0,chirp,-5.0,10,0.9,0.7970474988222123
GMSK,30.0,chirp,0.0,10,1.0,0.9980599701404571
GMSK,30.0,chirp,5.0,10,1.0,0.9999952554702759
GMSK,30.0,chirp,10.0,10,1.0,0.9999996185302734
GMSK,30.0,tone,-10.0,10,0.0,0.2009008303284645
GMSK,30.0,tone,-5.0,10,1.0,0.7810223817825317
GMSK,30.0,tone,0.0,10,1.0,0.9988732457160949
GMSK,30.0,tone,5.0,10,1.0,0.9999991893768311
GMSK,30.0,tone,10.0,10,1.0,0.9999940991401672
OOK,-20.0,barrage,-10.0,10,0.0,0.06054374948143959
OOK,-20.0,barrage,-5.0,10,0.0,0.30838119983673096
OOK,-20.0,barrage,0.0,10,1.0,0.9896461486816406
OOK,-20.0,barrage,5.0,10,1.0,0.9999963641166687
OOK,-20.0,barrage,10.0,10,1.0,0.9999999046325684
OOK,-20.0,chirp,-10.0,10,0.0,0.06900814101099968
OOK,-20.0,chirp,-5.0,10,0.3,0.3651734903454781
OOK,-20.0,chirp,0.0,10,1.0,0.9605886459350585
OOK,-20.0,chirp,5.0,10,1.0,0.9999597311019898
OOK,-20.0,chirp,10.0,10,1.0,0.9999991297721863
OOK,-20.0,tone,-10.0,10,0.0,0.06801295839250088
OOK,-20.0,tone,-5.0,10,0.1,0.384597972035408
OOK,-20.0,tone,0.0,10,1.0,0.9854295670986175
OOK,-20.0,tone,5.0,10,1.0,0.9999821782112122
OOK,-20.0,tone,10.0,10,1.0,0.9999986529350281
OOK,-10.0,barrage,-10.0,10,0.0,0.06751472540199757
OOK,-10.0,barrage,-5.0,10,0.0,0.293991482257843
OOK,-10.0,barrage,0.0,10,1.0,0.9850908994674683
OOK,-10.0,barrage,5.0,10,1.0,0.9999969601631165
OOK,-10.0,barrage,10.0,10,1.0,0.9999999165534973
OOK,-10.0,chirp,-10.0,10,0.0,0.07106829769909381
OOK,-10.0,chirp,-5.0,10,0.4,0.4311064526438713
OOK,-10.0,chirp,0.0,10,1.0,0.9624049365520477
OOK,-10.0,chirp,5.0,10,1.0,0.9999813556671142
OOK,-10.0,chirp,10.0,10,1.0,0.9999990224838257
OOK,-10.0,tone,-10.0,10,0.0,0.09300545193254947
OOK,-10.0,tone,-5.0,10,0.1,0.32502726167440416
OOK,-10.0,tone,0.0,10,1.0,0.9930221498012543
OOK,-10.0,tone,5.0,10,1.0,0.9999857902526855
OOK,-10.0,tone,10.0,10,1.0,0.9999993324279786
OOK,0.0,barrage,-10.0,10,0.0,0.11626052446663379
OOK,0.0,barrage,-5.0,10,0.4,0.4785509407520294
OOK,0.0,barrage,0.0,10,1.0,0.9941912293434143
OOK,0.0,barrage,5.0,10,1.0,0.9999980449676513
OOK,0.0,barrage,10.0,10,1.0,0.9999999642372132
OOK,0.0,chirp,-10.0,10,0.0,0.12256149612367154
OOK,0.0,chirp,-5.0,10,0.7,0.532369714975357
OOK,0.0,chirp,0.0,10,1.0,0.9965707421302795
OOK,0.0,chirp,5.0,10,1.0,0.9999890923500061
OOK,0.0,chirp,10.0,10,1.0,0.9999992847442627
OOK,0.0,tone,-10.0,10,0.0,0.1451406478881836
OOK,0.0,tone,-5.0,10,0.7,0.605307987332344
OOK,0.0,tone,0.0,10,1.0,0.9971712291240692
OOK,0.0,tone,5.0,10,1.0,0.9999813318252564
OOK,0.0,tone,10.0,10,1.0,0.9999972105026245
OOK,10.0,barrage,-10.0,10,0.0,0.10324366018176079
OOK,10.0,barrage,-5.0,10,0.9,0.652207013964653
OOK,10.0,barrage,0.0,10,1.0,0.9963729918003082
OOK,10.0,barrage,5.0,10,1.0,0.9999986052513122
OOK,10.0,barrage,10.0,10,1.0,0.9999999880790711
OOK,10.0,chirp,-10.0,10,0.0,0.13257331047207116
OOK,10.0,chirp,-5.0,10,0.8,0.7109362691640854
OOK,10.0,chirp,0.0,10,1.0,0.9972793936729432
OOK,10.0,chirp,5.0,10,1.0,0.9999988079071045
OOK,10.0,chirp,10.0,10,1.0,0.9999996662139893
OOK,10.0,tone,-10.0,10,0.0,0.15053528919816017
OOK,10.0,tone,-5.0,10,1.0,0.8564458131790161
OOK,10.0,tone,0.0,10,1.0,0.9988589465618134
OOK,10.0,tone,5.0,10,1.0,0.9999957323074341
OOK,10.0,tone,10.0,10,1.0,0.9999996542930603
OOK,20.0,barrage,-10.0,9,0.0,0.10399042773577902
OOK,20.0,barrage,-5.0,9,0.8888888888888888,0.6587981084982554
OOK,20.0,barrage,0.0,9,1.0,0.9972717629538642
OOK,20.0,barrage,5.0,9,1.0,0.9999986224704318
OOK,20.0,barrage,10.0,9,1.0,0.9999999867545234
OOK,20.0,chirp,-10.0,9,0.0,0.09598823512593906
OOK,20.0,chirp,-5.0,9,0.8888888888888888,0.7925430403815376
OOK,20.0,chirp,0.0,9,1.0,0.9977409111128913
OOK,20.0,chirp,5.0,9,1.0,0.999987867143419
OOK,20.0,chirp,10.0,9,1.0,0.9999996688630846
OOK,20.0,tone,-10.0,9,0.1111111111111111,0.2504241673482789
OOK,20.0,tone,-5.0,9,0.8888888888888888,0.8210156559944153
OOK,20.0,tone,0.0,9,1.0,0.9996733533011543
OOK,20.0,tone,5.0,9,1.0,0.9999980396694608
OOK,20.0,tone,10.0,9,1.0,0.9999924368328519
OOK,30.0,barrage,-10.0,10,0.0,0.09385256096720695
OOK,30.0,barrage,-5.0,10,0.9,0.6413319885730744
OOK,30.0,barrage,0.0,10,1.0,0.9971920013427734
OOK,30.0,barrage,5.0,10,1.0,0.9999983191490174
OOK,30.0,barrage,10.0,10,1.0,1.0
OOK,30.0,chirp,-10.0,10,0.0,0.11058793924748897
OOK,30.0,chirp,-5.0,10,0.7,0.6768642712384463
OOK,30.0,chirp,0.0,10,1.0,0.9970306515693664
OOK,30.0,chirp,5.0,10,1.0,0.9999982833862304
OOK,30.0,chirp,10.0,10,1.0,0.999999713897705
OOK,30.0,tone,-10.0,10,0.0,0.1493788819760084
OOK,30.0,tone,-5.0,10,0.8,0.7252501338720322
OOK,30.0,tone,0.0,10,1.0,0.998280268907547
OOK,30.0,tone,5.0,10,1.0,0.9999889373779297
OOK,30.0,tone,10.0,10,1.0,0.9999844312667847
OQPSK,-20.0,barrage,-10.0,9,0.0,0.05632561486628321
OQPSK,-20.0,barrage,-5.0,9,0.0,0.27044108675585854
OQPSK,-20.0,barrage,0.0,9,1.0,0.9899641010496352
OQPSK,-20.0,barrage,5.0,9,1.0,0.9999965959125094
OQPSK,-20.0,barrage,10.0,9,1.0,0.9999999205271403
OQPSK,-20.0,chirp,-10.0,9,0.0,0.06927245400018162
OQPSK,-20.0,chirp,-5.0,9,0.1111111111111111,0.34483856956164044
OQPSK,-20.0,chirp,0.0,9,1.0,0.9376923640569051
OQPSK,-20.0,chirp,5.0,9,1.0,0.9999559058083428
OQPSK,-20.0,chirp,10.0,9,1.0,0.9999981986151801
OQPSK,-20.0,tone,-10.0,9,0.0,0.06380743988686138
OQPSK,-20.0,tone,-5.0,9,0.2222222222222222,0.36906828979651135
OQPSK,-20.0,tone,0.0,9,1.0,0.9892714156044854
OQPSK,-20.0,tone,5.0,9,1.0,0.9999885161717733
OQPSK,-20.0,tone,10.0,9,1.0,0.9999768137931824
OQPSK,-10.0,barrage,-10.0,10,0.0,0.06301154047250748
OQPSK,-10.0,barrage,-5.0,10,0.0,0.26391099840402604
OQPSK,-10.0,barrage,0.0,10,1.0,0.9906408131122589
OQPSK,-10.0,barrage,5.0,10,1.0,0.9999966502189637
OQPSK,-10.0,barrage,10.0,10,1.0,0.9999998927116394
OQPSK,-10.0,chirp,-10.0,10,0.0,0.06411221325397491
OQPSK,-10.0,chirp,-5.0,10,0.1,0.2668038301169872
OQPSK,-10.0,chirp,0.0,10,1.0,0.984351247549057
OQPSK,-10.0,chirp,5.0,10,1.0,0.9999354660511017
OQPSK,-10.0,chirp,10.0,10,1.0,0.9999987840652466
OQPSK,-10.0,tone,-10.0,10,0.0,0.06482145618647336
OQPSK,-10.0,tone,-5.0,10,0.2,0.40788263380527495
OQPSK,-10.0,tone,0.0,10,1.0,0.9907743871212006
OQPSK,-10.0,tone,5.0,10,1.0,0.9999675333499909
OQPSK,-10.0,tone,10.0,10,1.0,0.9999768078327179
OQPSK,0.0,barrage,-10.0,9,0.0,0.11932963215642506
OQPSK,0.0,barrage,-5.0,9,0.5555555555555556,0.5151483880148994
OQPSK,0.0,barrage,0.0,9,1.0,0.9938213494088914
OQPSK,0.0,barrage,5.0,9,1.0,0.999998026423984
OQPSK,0.0,barrage,10.0,9,1.0,0.9999999735090468
OQPSK,0.0,chirp,-10.0,9,0.0,0.13107938485013115
OQPSK,0.0,chirp,-5.0,9,0.7777777777777778,0.6332904762691922
OQPSK,0.0,chirp,0.0,9,1.0,0.998984694480896
OQPSK,0.0,chirp,5.0,9,1.0,0.9999932315614488
OQPSK,0.0,chirp,10.0,9,1.0,0.9999991920259264
OQPSK,0.0,tone,-10.0,9,0.0,0.16455195430252287
OQPSK,0.0,tone,-5.0,9,0.8888888888888888,0.6445560885800256
OQPSK,0.0,tone,0.0,9,1.0,0.9979724884033203
OQPSK,0.0,tone,5.0,9,1.0,0.9999936686621772
OQPSK,0.0,tone,10.0,9,1.0,0.9999778403176202
OQPSK,10.0,barrage,-10.0,9,0.0,0.1620529500974549
OQPSK,10.0,barrage,-5.0,9,1.0,0.7436875568495857
OQPSK,10.0,barrage,0.0,9,1.0,0.9981431497467889
OQPSK,10.0,barrage,5.0,9,1.0,0.9999989536073473
OQPSK,10.0,barrage,10.0,9,1.0,0.9999999867545234
OQPSK,10.0,chirp,-10.0,9,0.0,0.13289637325538528
OQPSK,10.0,chirp,-5.0,9,1.0,0.8144098255369399
OQPSK,10.0,chirp,0.0,9,1.0,0.9988531801435683
OQPSK,10.0,chirp,5.0,9,1.0,0.9999952581193712
OQPSK,10.0,chirp,10.0,9,1.0,0.999999205271403
OQPSK,10.0,tone,-10.0,9,0.0,0.24019655254152086
OQPSK,10.0,tone,-5.0,9,0.8888888888888888,0.8301064521074295
OQPSK,10.0,tone,0.0,9,1.0,0.9995531903372871
OQPSK,10.0,tone,5.0,9,1.0,0.9999922778871324
OQPSK,10.0,tone,10.0,9,1.0,0.999999549653795
OQPSK,20.0,barrage,-10.0,10,0.0,0.15034161917865277
OQPSK,20.0,barrage,-5.0,10,0.9,0.7113429278135299
OQPSK,20.0,barrage,0.0,10,1.0,0.9980652332305908
OQPSK,20.0,barrage,5.0,10,1.0,0.999998664855957
OQPSK,20.0,barrage,10.0,10,1.0,0.9999999880790711
OQPSK,20.0,chirp,-10.0,10,0.0,0.1510265376418829
OQPSK,20.0,chirp,-5.0,10,1.0,0.7556704461574555
OQPSK,20.0,chirp,0.0,10,1.0,0.9873102366924286
OQPSK,20.0,chirp,5.0,10,1.0,0.9999971747398376
OQPSK,20.0,chirp,10.0,10,1.0,0.9999980449676513
OQPSK,20.0,tone,-10.0,10,0.0,0.20393602028489113
OQPSK,20.0,tone,-5.0,10,1.0,0.8194448769092559
OQPSK,20.0,tone,0.0,10,1.0,0.9993616700172424
OQPSK,20.0,tone,5.0,10,1.0,0.9999990820884704
OQPSK,20.0,tone,10.0,10,1.0,0.9999995827674866
OQPSK,30.0,barrage,-10.0,10,0.0,0.11796501874923707
OQPSK,30.0,barrage,-5.0,10,1.0,0.6844942092895507
OQPSK,30.0,barrage,0.0,10,1.0,0.9971816182136536
OQPSK,30.0,barrage,5.0,10,1.0,0.9999987006187439
OQPSK,30.0,barrage,10.0,10,1.0,0.9999999761581421
OQPSK,30.0,chirp,-10.0,10,0.0,0.12848913874477147
OQPSK,30.0,chirp,-5.0,10,0.8,0.7279917627573014
OQPSK,30.0,chirp,0.0,10,1.0,0.9967367589473725
OQPSK,30.0,chirp,5.0,10,1.0,0.9999945044517518
OQPSK,30.0,chirp,10.0,10,1.0,0.9999982237815856
OQPSK,30.0,tone,-10.0,10,0.0,0.19425169602036477
OQPSK,30.0,tone,-5.0,10,0.8,0.7662271112203598
OQPSK,30.0,tone,0.0,10,1.0,0.9990984678268433
OQPSK,30.0,tone,5.0,10,1.0,0.999998939037323
OQPSK,30.0,tone,10.0,10,1.0,0.9999870181083679
QPSK,-20.0,barrage,-10.0,10,0.0,0.06136819161474705
QPSK,-20.0,barrage,-5.0,10,0.0,0.31011794209480287
QPSK,-20.0,barrage,0.0,10,1.0,0.9920724213123322
QPSK,-20.0,barrage,5.0,10,1.0,0.9999970912933349
QPSK,-20.0,barrage,10.0,10,1.0,0.9999998807907104
QPSK,-20.0,chirp,-10.0,10,0.0,0.06816135961562395
QPSK,-20.0,chirp,-5.0,10,0.3,0.4028248868882656
QPSK,-20.0,chirp,0.0,10,1.0,0.9741339743137359
QPSK,-20.0,chirp,5.0,10,1.0,0.999961507320404
QPSK,-20.0,chirp,10.0,10,1.0,0.99999920129776
QPSK,-20.0,tone,-10.0,10,0.0,0.07090764753520488
QPSK,-20.0,tone,-5.0,10,0.1,0.33063512444496157
QPSK,-20.0,tone,0.0,10,1.0,0.9900025725364685
QPSK,-20.0,tone,5.0,10,1.0,0.999958074092865
QPSK,-20.0,tone,10.0,10,1.0,0.9999833941459656
QPSK,-10.0,barrage,-10.0,10,0.0,0.06348165422677994
QPSK,-10.0,barrage,-5.0,10,0.1,0.2879606544971466
QPSK,-10.0,barrage,0.0,10,1.0,0.9893770217895508
QPSK,-10.0,barrage,5.0,10,1.0,0.9999967098236084
QPSK,-10.0,barrage,10.0,10,1.0,0.9999999165534973
QPSK,-10.0,chirp,-10.0,10,0.0,0.06555509045720101
